Time (s),Laps (#),Speed (m/s),Gear (#),Brake (%),Throttle (%),SteeringAngle (rad)
1038.1499715169039,7,14.860042572021484,2,0.0,1.0,0.3490118682384491
1038.1833048502372,7,15.01230239868164,2,0.0,1.0,0.32095369696617126
1038.2166381835705,7,15.208473205566406,2,0.0,1.0,0.286363810300827
1038.2333048502371,7,15.314538955688477,2,0.0,1.0,0.26870715618133545
1038.2666381835704,7,15.500795364379883,2,0.0,1.0,0.22783026099205017
1038.2999715169037,7,15.683613777160645,2,0.0,1.0,0.18768048286437988
1038.333304850237,7,15.855247497558594,2,0.0,1.0,0.1424519270658493
1038.3666381835703,7,16.007951736450195,2,0.0,1.0,0.10375410318374634
1038.3999715169036,7,16.17342758178711,2,0.0,1.0,0.06094688922166824
1038.433304850237,7,16.33055877685547,2,0.0,1.0,0.019106686115264893
1038.4666381835702,7,16.47170066833496,2,0.0,1.0,-0.02684476599097252
1038.483304850237,7,16.554046630859375,2,0.0,1.0,-0.051027871668338776
1038.5166381835702,7,16.746097564697266,2,0.0,1.0,-0.09528377652168274
1038.5499715169035,7,16.924360275268555,2,0.0,1.0,-0.1414737105369568
1038.5833048502368,7,17.072832107543945,2,0.0,1.0,-0.1898389607667923
1038.61663818357,7,17.206392288208008,2,0.0,1.0,-0.22877153754234314
1038.6499715169034,7,17.32991600036621,2,0.0,1.0,-0.26165881752967834
1038.6833048502367,7,17.45686912536621,2,0.0,1.0,-0.2865649163722992
1038.71663818357,7,17.59931182861328,2,0.0,1.0,-0.30445852875709534
1038.7499715169033,7,17.74337387084961,2,0.0,1.0,-0.31896767020225525
1038.76663818357,7,17.81222152709961,2,0.0,1.0,-0.3240450918674469
1038.7999715169033,7,17.94337272644043,2,0.0,1.0,-0.3342006206512451
1038.8333048502366,7,18.0710391998291,2,0.0,1.0,-0.34387362003326416
1038.8666381835699,7,18.19827651977539,2,0.0,1.0,-0.35572123527526855
1038.8999715169032,7,18.32350730895996,2,0.0,1.0,-0.3697459101676941
1038.9333048502365,7,18.444087982177734,2,0.0,1.0,-0.3871559500694275
1038.9666381835698,7,18.565589904785156,2,0.0,1.0,-0.40214771032333374
1038.999971516903,7,18.690553665161133,2,0.0,1.0,-0.4164126515388489
1039.0166381835697,7,18.75373649597168,2,0.0,1.0,-0.4227002263069153
1039.049971516903,7,18.88404083251953,2,0.0,1.0,-0.4340641498565674
1039.0833048502363,7,19.00971794128418,2,0.0,1.0,-0.4454290568828583
1039.1166381835696,7,19.131805419921875,2,0.0,1.0,-0.45945197343826294
1039.149971516903,7,19.250911712646484,2,0.0,1.0,-0.46090245246887207
1039.1833048502363,7,19.358728408813477,2,0.0,1.0,-0.4599354863166809
1039.199971516903,7,19.416933059692383,2,0.0,1.0,-0.45945191383361816
1039.2333048502362,7,19.556217193603516,2,0.0,1.0,-0.45316630601882935
1039.2666381835695,7,19.678491592407227,2,0.0,1.0,-0.4427684247493744
1039.2999715169028,7,19.783138275146484,2,0.0,1.0,-0.4246343970298767
1039.3333048502361,7,19.897016525268555,2,0.0,1.0,-0.39247560501098633
1039.3666381835694,7,20.022523880004883,2,0.0,1.0,-0.3574148118495941
1039.3999715169027,7,20.143657684326172,2,0.0,1.0,-0.31920892000198364
1039.433304850236,7,20.257400512695312,2,0.0,1.0,-0.2812453508377075
1039.4499715169027,7,20.316614151000977,2,0.0,1.0,-0.26190102100372314
1039.483304850236,7,20.437456130981445,2,0.0,1.0,-0.2309478521347046
1039.5166381835693,7,20.56755828857422,2,0.0,1.0,-0.20749139785766602
1039.5499715169026,7,20.69492530822754,2,0.0,1.0,-0.19854408502578735
1039.583304850236,7,20.809419631958008,2,0.0,1.0,-0.200961634516716
1039.6166381835692,7,20.92180061340332,2,0.0,1.0,-0.21232837438583374
1039.6499715169025,7,21.03598403930664,2,0.0,1.0,-0.22587047517299652
1039.6833048502358,7,21.151443481445312,2,0.0,1.0,-0.23796014487743378
1039.6999715169025,7,21.210548400878906,2,0.0,1.0,-0.24134564399719238
1039.7333048502358,7,21.329084396362305,2,0.0,1.0,-0.2423127293586731
1039.766638183569,7,21.439369201660156,2,0.0,1.0,-0.23626835644245148
1039.7999715169024,7,21.53973960876465,2,0.0,1.0,-0.22345197200775146
1039.8333048502357,7,21.639326095581055,2,0.0,1.0,-0.20531512796878815
1039.866638183569,7,21.74539566040039,2,0.0,1.0,-0.18983900547027588
1039.8999715169023,7,21.856189727783203,2,0.0,1.0,-0.17798872292041779
1039.9333048502356,7,21.963298797607422,2,0.0,1.0,-0.1712176352739334
1039.9499715169022,7,22.01207733154297,2,0.0,1.0,-0.1712176650762558
1039.9833048502355,7,22.11147117614746,2,0.0,1.0,-0.17387837171554565
1040.0166381835688,7,22.21563720703125,2,0.0,1.0,-0.17871540784835815
1040.0499715169021,7,22.303234100341797,2,0.0,1.0,-0.1816173493862152
1040.0833048502354,7,22.393953323364258,2,0.0,1.0,-0.18234220147132874
1040.1166381835687,7,22.494504928588867,2,0.0,1.0,-0.18234220147132874
1040.1333048502354,7,22.542314529418945,2,0.0,1.0,-0.18234220147132874
1040.1666381835687,7,22.63056182861328,2,0.0,1.0,-0.17992369830608368
1040.199971516902,7,22.71555519104004,2,0.0,1.0,-0.17798873782157898
